"","N","SDiD","SC","TWFE"
"397",250,0.372097969055176,0.0219380855560303,0.0114610195159912
"398",250,0.368353843688965,0.0219869613647461,0.010671854019165
"399",250,0.361616849899292,0.0278301239013672,0.0113410949707031
"400",250,0.365680932998657,0.0198957920074463,0.0108218193054199
"401",500,0.576698780059814,0.0383310317993164,0.0122711658477783
"402",500,0.575044870376587,0.0396089553833008,0.0118069648742676
"403",500,0.8055100440979,0.0323851108551025,0.0107319355010986
"404",500,0.642515897750854,0.043259859085083,0.0108728408813477
"405",500,0.529655933380127,0.0454280376434326,0.0112109184265137
"406",500,0.535764932632446,0.0427482128143311,0.0110859870910645
"407",500,0.557975053787231,0.0439610481262207,0.0113711357116699
"408",500,0.533146142959595,0.043025016784668,0.0110058784484863
"409",500,0.528970956802368,0.0365328788757324,0.0109679698944092
"410",500,0.564872026443481,0.0476040840148926,0.0121421813964844
"411",500,0.553997039794922,0.0374858379364014,0.0115468502044678
"412",500,0.538649082183838,0.0335631370544434,0.0117020606994629
"413",500,0.557435035705566,0.0371081829071045,0.0116400718688965
"414",500,0.548353910446167,0.0360832214355469,0.0104520320892334
"415",500,0.539286136627197,0.0356209278106689,0.0120179653167725
"416",500,0.572740077972412,0.0334749221801758,0.0106081962585449
"417",500,0.538869142532349,0.0394299030303955,0.010918140411377
"418",500,0.541558980941772,0.0333020687103271,0.0106480121612549
"419",500,0.602605104446411,0.0418851375579834,0.0111820697784424
"420",500,0.537558078765869,0.0365619659423828,0.0122289657592773
"421",500,0.599069833755493,0.0344448089599609,0.0110881328582764
"422",500,0.606293916702271,0.0487649440765381,0.0118269920349121
"423",500,0.55710506439209,0.0360062122344971,0.0111539363861084
"424",500,0.556877136230469,0.0336368083953857,0.0112969875335693
"425",500,0.534528970718384,0.0322408676147461,0.0121231079101562
"426",500,0.55908989906311,0.0364630222320557,0.0107109546661377
"427",500,0.540979146957397,0.0359320640563965,0.0106770992279053
"428",500,0.643224954605103,0.0379500389099121,0.0108721256256104
"429",500,0.545125007629395,0.0385050773620605,0.0106558799743652
"430",500,0.530183076858521,0.0361320972442627,0.0110819339752197
"431",500,0.562380790710449,0.0338311195373535,0.0110549926757812
"432",500,0.538724184036255,0.0371851921081543,0.0121240615844727
"433",500,0.6008141040802,0.0372509956359863,0.0116589069366455
"434",500,0.577913999557495,0.0358989238739014,0.0111730098724365
"435",500,0.553529977798462,0.0459558963775635,0.0110740661621094
"436",500,0.543722867965698,0.0357010364532471,0.0116620063781738
"437",500,0.565163850784302,0.0374438762664795,0.0117959976196289
"438",500,0.549624919891357,0.0362229347229004,0.0110418796539307
"439",500,0.538042068481445,0.0343379974365234,0.0111491680145264
"440",500,0.533867835998535,0.0373320579528809,0.011807918548584
"441",500,0.540693998336792,0.0395359992980957,0.0108249187469482
"442",500,0.55243992805481,0.0488770008087158,0.0125060081481934
"443",500,0.568930864334106,0.0445480346679688,0.0106210708618164
"444",500,0.548495054244995,0.0371129512786865,0.0117719173431396
"445",500,0.542541027069092,0.0361759662628174,0.0111179351806641
"446",500,0.542169094085693,0.0352740287780762,0.0108959674835205
"447",500,0.540885925292969,0.0349428653717041,0.0111360549926758
"448",500,0.551936149597168,0.0361390113830566,0.0115740299224854
"449",500,0.569869995117188,0.0366458892822266,0.0110039710998535
"450",500,0.557803153991699,0.0393009185791016,0.0114929676055908
"451",500,0.550298929214478,0.0415871143341064,0.0119650363922119
